Gouvernorat,Délégation,Localité,Texte annonce,Prix,Date
Nabeul,Hammam El Ghezaz,Tamazrat,"2500 mètre carré  pour  investira vendre un terrain de 2500 m² titre foncier collectif de vocation agricole, situé a ezzahra tamazrat ce terrain possède dune façade sur mer. prix :1250 md.   contact : 27307890",1 250 000,01/03/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Occasion de 530 mètre  carré  a ezzahraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,795 000,01/03/2025
Sousse,Enfidha,Chegarnia,4hectares zitoun a chgarniaa enfidha chgarnia 4hectare zitoun  220  grand  zituna  titrè  la meilleur nap    d eaus terrain sableus a240000,340 000,02/09/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Meilleur  investissement  a hammem n el ghezzaznous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage hammam el ghezez. surface : 1070 m² prix : 1819 md      ...",1 819 000,01/03/2025
Nabeul,Kelibia,Kerkouane,Terrain de 2350 mètre carré  a kerkouanepour un meilleur investissement on met a votre disposition un terrain de 2350 m² titre foncier collectif de vocation agricole pied dans leau situé a kerkouane. prix : 1410  md ;  contacter  ...,1 410 000,01/03/2025
Nabeul,Kelibia,Dar Allouche,913 mètre carré  au cap bondes terrains avec vue imprenable sur la mer. superficie à partir de 913 m² à dar allouche dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :730.4 md  <br/ ...,730 400,01/03/2025
Nabeul,Kelibia,Kelibia,"Investir un  terrain  de 853 mètre carrénous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage hammam el ghezez. surface : 853 m² prix : 2132.5 md     ...",2 132 500,01/03/2025
Sousse,Sidi Bou Ali,Ouriemma,Seniya a sidi bou ali soussea vendre seniya terrain agricole a ouriemma sidi bou ali surface 20000 m² deux hectares composé maison de compagne sondage eaux douce titre foncier,450 000,09/05/2024
Sousse,Kalaa El Kebira,Kalaa El Kebira,"Terrain agricole clôturé rte ouerredterrain agricole clôturé 4706 m² , situé directement sur une voie goudronnée  rte ourred kalàa-kébira  mis à la vente . comprenant 100 oliviers dont 50 jeunes ,10 amandiers ,14 figuiers , pl ...",350 000,30/09/2024
Nabeul,Kelibia,Dar Allouche,Occasion de 1150 mètre carré au cap bonpour un meilleur investissement on met a votre disposition un terrain de 1150 m² titre foncier collectif de vocation agricole pied dans leau situé a dar allouche. prix : 920 md ;  contacter ...,920 000,28/02/2025
Nabeul,Kelibia,Kerkouane,Terrain a kerkouane de 1600 mètre carréun terrain de 1600 m²  à vendre pour investissement touristique écologique titre foncier  collectif a hammam jebli . prix :960 md.    pour plus dinformation appeler : 27307890,960 000,28/02/2025
Sousse,Akouda,Chatt Meriem,Terrain 200m pas loin de municipalité tantana#offre à ne pas rater #la sté akariet sarraj #agence #immobilière (#agrée) propose #a vendre #terrain (#200m²) #zone des villas #chatt mariem pas loin de #municipalité #tantana #prix : #500dt/m²  ...,100 000,14/08/2024
Ariana,Sidi Thabet,Sidi Thabet,"Ferme et villa de 2hectares à sidi thabetlagence idéal immobilier vous propose à la vente, une ferme dune superficie totale de 02 hectares idéalement située à sidi thabet avec une belle vue sur les montagnes.  la ferme se compose dun ...",1 700 000,03/06/2024
Sousse,Sidi Bou Ali,Sidi Bou Ali,Senia cloturé 1hectares et 6000m à sidi bouali#la sté akariet sarraj #agence #immobilière (#agrée) propose #a vendre #senia #cloturé (#16000m²) planté (#280) arbres #oliviers et des #arbres fruites #sidi bouali #hotman #petite maison  # ...,410 000,03/11/2023
Nabeul,Kelibia,Kelibia,Investir 780 mètre carré a kelibiades terrains avec vue imprenable sur la mer. superficie à partir de 780 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1950 md  < ...,1 950 000,28/02/2025
Nabeul,Hammam El Ghezaz,Tamazrat,"Occasion  magique  avec façade sur mera vendre un terrain de 2000 m² titre foncier collectif , 1ere position a la plage dezzahra tamazrat emplacement dinvestissement avec façade sur mer panoramique  prix :1000 md.   pour plus  ...",1 000 000,28/02/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,Opportunité inoubliable  pour les investisseursun terrain de 1220 m²  à vendre pour investissement touristique écologique titre foncier  collectif a hammam jebli . prix :1586 md.    pour plus dinformation appeler : 27307890,1 586 000,28/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,A hammam el ghezaz 830 mètre carréprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz . superf ...,1 411 000,28/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,"Terrain a ezzahra kelbiaun terrain a vendre, titre foncier entre hammam jebli et kerkouane  superficie : à partir de 10000 m²  prix : 315 md. avec facilite de paiement contactez-nous pour plus d informations 9 ...",315 000,07/11/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain pour les investisseurson  propose un terrain de 1000 m²  de titre foncier avec vue imprenable sur la mer situés entre hammam jebli et ezzahra kelibia . prix 63 md. avance 15 md et le reste facilite  a 48 mois  po ...,63 000,08/08/2024
Nabeul,El Haouaria,El Haouaria,Terrain a el haouaria de  970 mètre carrédes terrains avec vue imprenable sur la mer. superficie à partir de 970 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :970 md <br ...,970 000,28/02/2025
Sousse,Sidi Bou Ali,Sidi Bou Ali,Ferme 14252 avec villa style américain sidi bouali#a #vendre #nouveauté à voir rapidement !  #la sté akariet sarraj propose à #vendre #ferme #14252m²#planté des oliviers 80 #villa style américain 180m²= couvert équipé avec = l eau sonede et ...,300 000,23/02/2022
Nabeul,Kelibia,Dar Allouche,Bonne affaire de 913 mètre carrédes terrains avec vue imprenable sur la mer. superficie à partir de 913 m² à dar allouche dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :730.4 md  <br/ ...,730 400,28/02/2025
Nabeul,Kelibia,Kerkouane,Un  meilleur  investissement  a  kerkouanevendre un terrain de 2350 m² titre foncier collectif avec accès directe a la plage de hammam el ghezaz a kelibia prix :1410 md  pour plus dinfo  27307890,1 410 000,28/02/2025
Nabeul,Kelibia,Kerkouane,Un  meilleur investissement  a  kerkouanevendre un terrain de 2350 m² titre foncier collectif avec accès directe a la plage de hammam el ghezaz a kelibia prix :1410 md  pour plus dinfo  27307890,1 410 000,28/02/2025
Nabeul,Kelibia,Kerkouane,Un meilleur investissement  a  kerkouanevendre un terrain de 2350 m² titre foncier collectif avec accès directe a la plage de hammam el ghezaz a kelibia prix :1410 md  pour plus dinfo  27307890,1 410 000,28/02/2025
Nabeul,Kelibia,Kelibia,Terrain de 853 mètre carré  au cap bondes terrains avec vue imprenable sur la mer. superficie à partir de 853 m² à kelibia dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :2132.5 md  con ...,2 132 500,28/02/2025
Nabeul,Hammam El Ghezaz,Tamazrat,Occasion de terrain  magique  au cap bondes terrains avec vue imprenable sur la mer. superficie à partir de 2500 m² à tamazrat dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1250 md   co ...,1 250 000,28/02/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,Offre spécial de 1300 mètre carréun terrain de 1300 m²  à vendre pour investissement touristique écologique titre foncier  collectif a hammam jebli . prix :1690 md.   pour plus dinformation appeler : 27307890,1 690 000,28/02/2025
Sousse,Kalaa Essghira,Kalaa Essghira,Terrain dinvestisement 3600 sabaghine kalaa sghira#la sté akariet sarraj #agence #immobilière (#agrée) propose #a vendre #terrain d investisement (#3600m² = façades 36m) sur la #route goudronnée #sabaghine #kalaa sghira #prix : #220.000md (#négo ...,220 000,28/11/2023
Nabeul,Hammam El Ghezaz,Ezzahra,Offre  de terrain de 530 mètre carrédes terrains avec vue imprenable sur la mer. superficie à partir de 530 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :795 md  <b ...,795 000,28/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Occasion de terrain a hammam el ghezazdes terrains avec vue imprenable sur la mer. superficie à partir de 1070 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1819 md   ...,1 819 000,28/02/2025
Zaghouan,Hammam Zriba,Bou Achir,Av 6 hectares avec sondage à zaghouanav terrain agricole de 6 hectares avec sondage sur une route goudronnée entre zaghouan et bouficha . prix: 450md négociable pour plus d infos appelez: 99958728/99202001 whatsapp: 999587 ..,450 000,04/01/2025
Sousse,Akouda,Chatt Meriem,Lot 1327m vue de mer prés lotissement charfedine#la sté akariet sarraj propose de #vente #terrain (#1327m²)#vue de mer #koussour gharnata documents fournis : titre individeul prix: #250dt/m² #négociable #vente#terrain#agenceimmobiliè ...,331 750,05/08/2023
Nabeul,Soliman,Soliman,"Verger à solimanferme de 3, 7 ha entre soliman et menzel bouzelfa, plantée agrumes de toutes les variétés, vanne,sondage steg , titre individuel.",750 000,29/04/2024
Sousse,Hammam Sousse,El Kantaoui,Lot 284m zone des villas en face hôtel royal kenz#la sté akariet sarraj #agence #immobilière (#agrée) on vous propose #a vendre #terrain #titré (#284m²) #zone des villas #en face #hôtel royal kenz  #prix: #600dt/m² (#un peux négociable) #v ...,170 400,19/04/2024
Ariana,Sidi Thabet,Cebalet Ben Ammar,Terrain agricole sidi thabeta vendredi a sidi thabet sabbelet ben ammar  un lot de terrain  agricole de 1000 m2 su gp8 bon emlacement et belle  orientation  a 15 mn du gèant et très proche du machaouib5 toilet,135 000,27/02/2025
Nabeul,Kelibia,Kelibia,Occasion de 945 mètre carré a kelibiavendre un terrain de 945 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :2362.5  ...,2 362 500,27/02/2025
Nabeul,El Haouaria,El Haouaria,Bonne affaire  818 mètre carré a el haouariades terrains avec vue imprenable sur la mer. superficie à partir de 818 m² à el haouria dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :818 md  con ...,818 000,27/02/2025
Nabeul,El Haouaria,El Haouaria,Bonne affaire 818 mètre carré a el haouariades terrains avec vue imprenable sur la mer. superficie à partir de 818 m² à el haouria dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :818 md  con ...,818 000,27/02/2025
Nabeul,Hammamet,Hammamet,Terrain agricole de 10000m à hammametav terrain agricole de 10000m situé à latrech sur la route goudronnée . loin 150min pas voiture à hammamet sud .  l eau et l électricité sont disponible . prix: 125md négociable  p ...,125 000,27/03/2023
Sousse,Kalaa Essghira,Cite Chragui,"Terrain à 800 m de hôpital kalàa sghirad une superficie de 3403 m² terrain actuellement agricole  situé à 800 m de  l hôpital de kalàa sghira et à environ 1,800 km du rond point shoes centre terrain situé à chragui et   à 100 m d ...",510 000,28/12/2023
Nabeul,Hammam El Ghezaz,Ezzahra,Offre de 645 mètre carré  a ezzahrades terrains avec vue imprenable sur la mer. superficie à partir de 645 m² à hammam el ghezaz ezzahra dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :96 ...,967 500,27/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,600 mètre carré  a hammam el ghezazun merveilleux terrain titre foncier collectif agricole avec façade sur mer de hammam el ghezaz. superficie 600  m² pour accueillir votre futur projet touristique .  prix :1020 md  contact d ...,1 020 000,27/02/2025
Nabeul,Kelibia,Kerkouane,Belle  occasion de 2100 mètre carréprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : kerkouane.  superficie :  ...,1 260 000,27/02/2025
Nabeul,Kelibia,Kerkouane,Belle occasion de 2100 mètre carréprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : kerkouane.  superficie :  ...,1 260 000,27/02/2025
Nabeul,Kelibia,Dar Allouche,Offre de 840 mètre carré  a dar alloluchevendre un terrain de 840 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :672 md  ...,672 000,27/02/2025
Nabeul,Kelibia,Kelibia,694 mètre carré a kelibia pour investirprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : kelibia. superficie : 694 ...,1 735 000,27/02/2025
Nabeul,Hammam El Ghezaz,Tamazrat,2000 mètre carré  collectif  a tamazratvendre un terrain de 2000 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :1000 m ...,1 000 000,27/02/2025
Nabeul,Hammam El Ghezaz,Tamazrat,2000 mètre carré  collectif a tamazratvendre un terrain de 2000 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :1000 m ...,1 000 000,27/02/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,1220 mètre carré  de hammam  jebliun terrain de 1220 m²  à vendre pour investissement touristique écologique titre foncier  collectif a hammam jebli . prix :1586 md.    pour plus dinformation appeler : 27307890,1 586 000,27/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Affaire de 770 mètre carré a ezzahraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,1 155 000,27/02/2025
Nabeul,Kelibia,Kerkouane,"Offre de 1600 mètre carré  au cap bonnous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage kerkouane. surface : 1600 m² prix : 960 md     pour plu ...",960 000,27/02/2025
Nabeul,Kelibia,Dar Allouche,"Terrain de 1150mètre carré a dar allouchenous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage dar allouche. surface : 1150 m² prix : 920 md pour plus ...",920 000,27/02/2025
Sousse,Akouda,Chatt Meriem,Terrain agricole 1100m el araydhiya à fokaia#la sté akariet sarraj #agence #immobilière propose #a vendre #terrain agricole (#1100m²) #vue de mer #fokaia #prix : #120.000md (#négociable) #documents fournis : #titre individeul #ve ...,120 000,17/01/2025
Sousse,Hammam Sousse,El Kantaoui,Offre de terrain titré 1227m en face soviva#très bon offre #la sté akariet sarraj propose #a vendre #terrain (#1227m²) #en face #soviva  #prix : #470dt/m² (#négociable) #documents fournis : #titre individeul  #vente#terrain#agen ...,552 150,25/12/2024
Nabeul,Kelibia,Kelibia,"Investir a kelibia  de 780 mètre carrénous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage kelibia. surface : 1950 m² prix : 780 md     pour plus  ...",1 950 000,27/02/2025
Nabeul,El Haouaria,El Haouaria,"970 mètre carré  pour investirnous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage el haouaria. surface : 970 m² prix : 970 md    pour plu ...",970 000,27/02/2025
Nabeul,Hammam El Ghezaz,Tamazrat,2500 mètre carré  pour investirdes terrains avec vue imprenable sur la mer. superficie à partir de 2500 m² à hammam el ghezaz tamazrat dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix : ...,1 250 000,27/02/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,1300 mètre carré  a hammam jeblides terrains avec vue imprenable sur la mer. superficie à partir de 1300 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1690 md < ...,1 690 000,27/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Terrain pour les investisseurs  a ezzahraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,795 000,27/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Un  meilleur  investissement a hammem el ghezzazpour un meilleur investissement on met a votre disposition un terrain de 1070 m² titre foncier collectif de vocation agricole pied dans leau situé a hammam el ghezaz. prix : 1819  md ;    c ...,1 819 000,27/02/2025
Nabeul,Kelibia,Kerkouane,2350 mètre carré  pour  les investisseursdes terrains avec vue imprenable sur la mer. superficie à partir de 2350 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1410 md < ...,1 410 000,27/02/2025
Nabeul,Kelibia,Kerkouane,2350 mètre carré  pour les investisseursdes terrains avec vue imprenable sur la mer. superficie à partir de 2350 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :1410 md < ...,1 410 000,27/02/2025
Nabeul,Kelibia,Dar Allouche,Investir 913 mètre carré a dar allouchedes terrains avec vue imprenable sur la mer. superficie à partir de 913 m² à dar allouche dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :730.4 md  <br/ ...,730 400,27/02/2025
Nabeul,Kelibia,Kelibia,Pour les investisseurs 853 mètre carrédes terrains avec vue imprenable sur la mer. superficie à partir de 853 m² à kelibia dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :2132.5 md  con ...,2 132 500,27/02/2025
Sousse,Akouda,Chatt Meriem,Terrain 3900m devant koussour gharnata à droit#très bon offre #la sté akariet sarraj #agence #immobilière vous propose #terrain #d investissement #titré (#3900m²)#devant #koussour gharnata à #droit  #prix : #150dt/m² (#négociable) #vent ...,585 000,31/01/2025
Nabeul,Kelibia,Dar Allouche,Terrain agricole près de toutes commoditésterrain agricole à vendre à dar allouche- kélibia-nabeul  d une superficie de 2 hectares et 7000 m²  terrain bien équipée et adaptable pour toutes gendre d agricole  près de toutes comm ...,400 000,26/02/2025
Nabeul,Hammamet,Hammamet,8073 m golf citrus hammamet vue mer et montagneà vendre 8073 m² pas loin de l autoroute tunis-sousse près de golf citrus dans un très bon emplacement avec une superbe vue sur mer et sur montagne.  -disponibilité de l eau et d électricité ...,370 000,10/06/2022
Sousse,Akouda,Chatt Meriem,Terrain 2300m devant taksim el fourati rmila#la sté akariet sarraj #agence #immobilière vous propose #terrain #vue de mer (#2300m²) devant #taksim el fourati #rmila  #prix: #300dt/m² (#un peux négociable) #documents fournis : #titre c ...,690 000,08/10/2024
Sousse,Sidi Bou Ali,Sidi Bou Ali,Deux terrains cloturé à sidi bouali vers knana#très bon offre d investissement #la sté akariet sarraj propose #deux terrains agricole #cloturé #planté des arbres d oliviers #sur la route goudronnée #sidi bouali vers #knana #l eau sonede /#él ...,210 000,18/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Offre  de 770  mètre carré  a ezzhraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,1 155 000,26/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Offre  de 770 mètre carré  a ezzhraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,1 155 000,26/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Offre de 770 mètre carré  a ezzhraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,1 155 000,26/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Offre de 770 mètre carré a ezzhraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,1 155 000,26/02/2025
Nabeul,El Haouaria,El Haouaria,Occasion de terrain a el haouaria pour investirprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,2 020 000,26/02/2025
Medenine,Djerba - Houmet Essouk,Mellita Djerba,Belle terrainbelle  terrain  à vendre  sur le route de mellita /sidi jmoure plante  de 25 olivier  a de surface  4100 m2 titre  à 100 dt le m2 et à débattre  un peux,400 000,30/01/2025
Sousse,Akouda,Chatt Meriem,Lot 700m pas loin rond point el bir chatt mariem#la sté akariet sarraj #agence #immobilière (#agrée) on vous propose #a vendre #terrain (#700m²) #pas loin de #rond point el bir #chatt mariem #prix: #300dt/m² (#négociable) #documents fourn ...,210 000,19/12/2024
Nabeul,Hammam El Ghezaz,Hammam Jebli,"Offre de terrain de hammam jeblia vendre un terrain de 1300 m² titre foncier collectif de vocation agricole, situé a hammam jebli ce terrain possède dune façade sur mer. prix :1690 md.   contact : 27307890",1 690 000,26/02/2025
Zaghouan,Bir Mcherga,Jebel El Oust,"10 héc irrigé projet  rentable*      el mnaguâa   à jbel wost , projet agricole , bon rendement sũr .  - irrigation goutte à goutte,  - 1100 oliviers (chemleli  et koroneiki )  - 600 pistachiers ( tounsi )  , < ...",950 000,08/10/2024
Nabeul,Hammam El Ghezaz,Ezzahra,Un terrain de 50 000 metre carréinvestissez dans des terrains au cap bon offrant une vue imprenable sur la mer. emplacement : situé à hammam el ghezaz au bord de la mer  superficie :  50 000 m²  prix : 1000000 md ...,1 000 000,14/02/2024
Nabeul,Hammam El Ghezaz,Ezzahra,530 mètre  carré  au cap bon ezzahraprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra  <br/ ...,795 000,26/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"1070 mètre carré  au bord de la mernous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage hammam el ghezez. surface : 1070 m² prix : 1819 md    p ...",1 819 000,26/02/2025
Nabeul,Kelibia,Kerkouane,Un terrain dans un endroit magnifique  a kerkouaneprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : kelibia kerkouane. superf ...,1 410 000,26/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Terrain agricole toris à hammem ghzezun terrain agricole dune superficie de 4 000 m², situé à 100 m de la plage à hammam ghzez. pour tous les renseignements, contacter l agent sur le 51470070.",520 000,26/02/2025
Nabeul,Kelibia,Dar Allouche,Terrain a dar allouche de 913 mètre carrévendre un terrain de 913 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :730.4 m ...,730 400,26/02/2025
Nabeul,Kelibia,Kelibia,853 mètre carré  a kelibia pour investirdes terrains avec vue imprenable sur la mer. superficie à partir de 853 m² à kelibia dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :2132.5 md   co ...,2 132 500,26/02/2025
Nabeul,El Haouaria,El Haouaria,Offre de terrain de 970 mètre carrévendre un terrain de 970 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :970 md  ...,970 000,26/02/2025
Jendouba,Bou Salem,Bou Salem,Terrain agricoleterrain agricole dans un emplacement speciale au pres de l autoroute et toute comidite de la vie cotidienne  pres de la ville aussi . pres du lycee route de tunis sur la route principale devant l ...,300 000,25/02/2025
Nabeul,Menzel Bouzelfa,Menzel Bouzelfa,"Villa à menzel bouzelfavilla sur un terrain de 650 m2 ,villa haut standing.grand jardin, directement sur le goudronné.titre foncier individuel.",350 000,25/02/2025
Nabeul,Kelibia,Kerkouane,"Profitez un terrain de 30 000 metre carrévous offre une opportunité de profiter des petits coins de paradis, rien ne vaut une promenade au bord de mer un terrain de 30 000 m² de titre foncier. localisation : accès direct à la plage de h ...",750 000,14/02/2024
Nabeul,Hammam El Ghezaz,Ezzahra,"Terrain dans un endroit magiquea vendre un terrain de 5000 m² titre foncier , 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique  prix : 200 md avec facilite de paiement  <b ...",200 000,07/08/2024
Zaghouan,Hammam Zriba,Bou Achir,Av 6 hectares avec sondage route zaghouanav terrain agricole de 6 hectares avec sondage sur une route goudronnée entre zaghouan et bouficha . prix: 450md négociable tél: 99958728/ 99202001 whatsapp: 99958728,450 000,30/12/2024
Sousse,Akouda,Chatt Meriem,"Terrain haut de colline vue merterrain à el foukayaa d une superficie de 2353 m² ,contenant 17 pieds d olives  terrain situé haut de colline ,vue mer  à 850 m de la voie goudronnée mis à la vente au prix de 70 dinars le m² tit ...",164 700,30/01/2023
Nabeul,Kelibia,Kelibia,"Offre de 694  mètre carré pour investira vendre un terrain de 694 m² titre foncier collectif , 1ere position a la plage dezzahra kelibia emplacement dinvestissement avec façade sur mer panoramique  prix :1735 md.   pour plus in ...",1 735 000,25/02/2025
Nabeul,Kelibia,Dar Allouche,840 mètre carré a  dar allouchedes terrains avec vue imprenable sur la mer. superficie à partir de 840 m² à dar allouche  dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif  prix :672 md   ...,672 000,25/02/2025
Nabeul,Kelibia,Kelibia,694 mètre carré  a kelibiavendre un terrain de 694 m² titre foncier collectif avec accès directe a la plage de hammam el ghezaz a kelibia prix :1735 md   pour plus dinfo  27307890,1 735 000,25/02/2025
Nabeul,Hammam El Ghezaz,Hammam Jebli,Un terrain dans  un endroit magiquevendre un terrain de 907 m² titre foncier collectif avec accès directe a la plage de hammam jebli. prix :1179.1 md pour plus dinfo  27307890,1 179 100,25/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Terrain agricole karay à hammem ghzezun terrain agricole d une superficie de 5850 m² à hammem ghzez. pour tous les renseignements, contacter l agent sur le 51470070.",468 000,25/02/2025
Nabeul,Hammam El Ghezaz,Ezzahra,Offre de 645  mètre carré a  ezzahravendre un terrain de 645 m² titre foncier collectif   avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié  prix :967.5 m ...,967 500,25/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Occasion  de terrain magique  a hammam el ghezazprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz . superf ...,1 020 000,25/02/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Occasion de terrain magique  a hammam el ghezazprofitez de lopportunité unique dacquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz . superf ...,1 020 000,25/02/2025
Zaghouan,Hammam Zriba,Bou Achir,Av 5500m avec 50 oliviers à zaghouanav terrain 5500m sur une route goudronnée à zaghouan contient 50 oliviers  l eau et l électricité sont disponible   prix: 90md négociable  tél: 99958728/99202001 whatsapp: 99958728,90 000,09/12/2024
Nabeul,Beni Khiar,Beni Khiar,"6eme ferme à dharoufa nabeulferme à dharoufa nabeul notre immobilière extra met à votre disposition une ferme dune superficie de 4000 m², et accessible directement par une route goudronnée  elle est située à dhar ...",650 000,25/02/2025
Nabeul,El Haouaria,El Haouaria,"1073 mètre  carré pour investir a el haouarianous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage el haouaria. surface : 1073 m² prix : 1073 md     pour  ...",1 073 000,25/02/2025
Nabeul,Kelibia,Kerkouane,"Terrain pour les investisseurs 1600 mètre carrénous vous offrons une opportunité dinvestissement en tunisie, acheter un terrain  de titre foncier collectif au bord de la plage kerkouane. surface : 1600 m² prix : 960 md     pour plu ...",960 000,25/02/2025
